source,target,legal_entity,BLEU,METEOR,COMET,term
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",0.008840994001530048,0.09615384615384617,0.9249600768089294,article
Article 22b,Artikel 22b,article,0.1495348781221221,0.25,0.991875946521759,article
The provisions governing the financing of the common agricultural policy shall apply to the products mentioned in Article 1.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,"policy, article",0.012673718536830811,0.0824175824175824,0.9682288765907288,article
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,article,0.028517539529041507,0.15873015873015875,0.9923231601715088,article
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","listed, article",0.014461870879312647,0.10638297872340426,0.9677249193191528,article
Measures decided on by the Commission may be referred to the Council by any Member State within a week from the date on which they were notified.,"Jeder Mitgliedstaat kann den Rat innerhalb einer Woche ab dem Zeitpunkt, zu dem ihm der Beschluss der Kommission mitgeteilt worden ist, mit diesem Beschluss befassen.","member, commission, state",0.006716472052354862,0.017857142857142856,0.9470723867416382,commission
New Zealand has sent the Commission information relating to the new issuing body.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,"commission, information",0.01428363257865929,0.03816793893129772,0.9647675156593323,commission
"After consulting the Commission,",nach Anhörung der Kommission -,commission,0.0,0.0,0.9598471522331238,commission
"France and each of the other Member States or the competent authorities of France and each of the other Member States may, having received the Opinion of the Administrative Commission, agree to introduce other methods of determining the lump-sum.",FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,"member, commission, opinion, competent",0.004392487796991638,0.016025641025641024,0.8889893293380737,commission
"On application by a Member State, by the Commission or by an organisation set up at Community level and registered by the Commission, a compulsory licence may be granted, either to a category of persons satisfying specific requirements, or to anyone in one or more Member States or throughout the Community.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfuellen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","member, set, commission, state",0.004880197685284189,0.06147540983606558,0.9307515025138855,commission
Ships using port facilities may be subject to the port State control inspections and additional control measures outlined in regulation XI-2/9.,"Schiffe, die Hafenanlagen nutzen, können Kontrollbesichtigungen durch den Hafenstaat und zusätzlichen Kontrollmaßnahmen nach Regel XI-2/9 unterliegen.","control, regulation, state",0.010331208012220438,0.05181347150259068,0.9508150815963745,control
"Provided that they respect the minimum levels of taxation prescribed by this Directive and that they are compatible with Community law, differentiated rates of taxation may be applied by Member States, under fiscal control, in the following cases:","Die Mitgliedstaaten können unter Steueraufsicht gestaffelte Steuersätze anwenden, soweit diese die in dieser Richtlinie vorgesehenen Mindeststeuerbeträge nicht unterschreiten und mit dem Gemeinschaftsrecht vereinbar sind, und zwar in den folgenden Fällen:","law, member, control",0.006211915815063893,0.058997050147492625,0.9475415349006653,control
Minimum control rate,Mindestkontrollsatz,control,0.0,0.0,0.9938167929649353,control
Control is the power to govern the financial and operating policies of an enterprise so as to obtain benefits from its activities.,"Beherrschung ist die Möglichkeit, die Finanz- und Geschäftspolitik eines Unternehmens zu bestimmen, um aus dessen Tätigkeiten Nutzen zu ziehen.",control,0.008282282660969604,0.022624434389140267,0.9554542303085327,control
"Regulation XI-2/9.2 applies control measures to ensure compliance to ships intending to enter a port of another Contracting Government and introduces an entirely different concept of control within chapter XI-2, applying to security only.","Regel XI-2/9.2 wendet Kontrollmaßnahmen zur Sicherstellung der Einhaltung der Vorschriften auf Schiffe an, die in einen Hafen einer anderen Vertragsregierung einzulaufen beabsichtigen, und führt ein völlig anderes Kontrollkonzept innerhalb von Kapitel XI-2 ein, das sich nur auf die Gefahrenabwehr bezieht.","control, security, regulation, government",0.006175068302681508,0.05787037037037038,0.9222825169563293,control
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.006289893946162305,0.10556621880998082,0.9371534585952759,regulation
"supply immediately any information which would facilitate compliance with this Regulation, such as accounts and amounts frozen in accordance with Article 2, to the competent authorities of the Member States listed in Annex II where they are resident or located, and shall transmit such information, directly or through these competent authorities, to the Commission;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","regulation, listed, member, article, resident, commission, competent, information",0.005266039344377937,0.07731958762886598,0.9274613857269287,regulation
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",0.005097615802300061,0.02481389578163772,0.9357160925865173,regulation
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",0.011877413503212092,0.14519595338353744,0.9291460514068604,regulation
Commission Regulation (EC) No 47/2003 of 10 January 2003 amending Annex I to Council Regulation (EC) No 2200/96,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,"commission, regulation",0.010946357466256391,0.1590106007067138,0.9674302935600281,regulation
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.006289893946162305,0.10556621880998082,0.9371534585952759,rules
Rules common to several measures,Allgemeine Vorschriften für verschiedene Maßnahmen,rules,0.0,0.0,0.9817439913749695,rules
Whereas the detailed rules for application of the basic principles of this Regulation must be so drawn that they not only ensure effective supervision while simplifying administration as far as possible but also meet the needs of undertakings for certainty in the law;,"Die Einzelheiten der Anwendung der materiellrechtlichen Vorschriften dieser Verordnung müssen so festgelegt werden, daß sie dem Erfordernis einer wirksamen Überwachung bei möglichst einfacher Verwaltungskontrolle entsprechen. Andererseits ist das Erfordernis der rechtlichen Sicherheit der Unternehmen zu berücksichtigen.","law, rules, regulation",0.004185635735742376,0.012658227848101267,0.9325945973396301,rules
"Having regard to Regulation (EC) No 999/2001 of the European Parliament and of the Council of 22 May 2001 laying down rules for the prevention, control and eradication of certain transmissible spongiform encephalopathies(1), as last amended by Commission Regulation (EC) No 1326/2001(2), and in particular Article 23 thereof,","gestützt auf die Verordnung (EG) Nr. 999/2001 des Europäischen Parlaments und des Rates vom 22. Mai 2001 mit Vorschriften zur Verhütung, Kontrolle und Tilgung bestimmter transmissibler spongiformer Enzephalopathien(1), zuletzt geändert durch die Verordnung (EG) Nr. 1326/2001 der Kommission(2), und insbesondere Artikel 23,","regulation, article, control, rules, commission",0.09084844809738221,0.27942664418212476,0.9311033487319946,rules
"Without prejudice to the implementing measures already adopted, on the expiry of a four-year period following the entry into force of this Directive, the application of the provisions thereof requiring the adoption of technical rules and decisions in accordance with the procedure referred to in paragraph 2 shall be suspended.","Unbeschadet der bereits erlassenen Durchführungsmaßnahmen wird nach Ablauf eines Zeitraums von vier Jahren ab Inkrafttreten dieser Richtlinie die Anwendung der Bestimmungen, nach denen die Annahme von technischen Vorschriften und Entscheidungen gemäß dem Verfahren des Absatzes 2 erforderlich ist, ausgesetzt.","adoption, rules, entry, prejudice, procedure",0.004884387930507875,0.04640371229698376,0.9376339912414551,rules
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.006289893946162305,0.10556621880998082,0.9371534585952759,regulation
"supply immediately any information which would facilitate compliance with this Regulation, such as accounts and amounts frozen in accordance with Article 2, to the competent authorities of the Member States listed in Annex II where they are resident or located, and shall transmit such information, directly or through these competent authorities, to the Commission;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","regulation, listed, member, article, resident, commission, competent, information",0.005266039344377937,0.07731958762886598,0.9274613857269287,regulation
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",0.005097615802300061,0.02481389578163772,0.9357160925865173,regulation
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",0.011877413503212092,0.14519595338353744,0.9291460514068604,regulation
Commission Regulation (EC) No 47/2003 of 10 January 2003 amending Annex I to Council Regulation (EC) No 2200/96,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,"commission, regulation",0.010946357466256391,0.1590106007067138,0.9674302935600281,regulation
During the life of an asset it may become apparent that the estimate of the useful life is inappropriate.,"Während der Nutzungsdauer eines Vermögenswertes kann es sich erweisen, dass die Schätzung der Nutzungsdauer unangemessen ist.",asset,0.009629943614188135,0.02747252747252747,0.9522520899772644,asset
An asset is carried at more than its recoverable amount if its carrying amount exceeds the amount to be recovered through use or sale of the asset.,"Ein Vermögenswert ist mit mehr als seinem erzielbaren Betrag bewertet, wenn sein Buchwert den Betrag übersteigt, der durch die Nutzung oder den Verkauf des Vermögenswertes wiedererlangt werden könnte.","sale, recoverable, use, asset",0.006034060500744789,0.016286644951140065,0.9430055022239685,asset
"Therefore, although these activities may result in an asset with physical substance (for example, a prototype), the physical element of the asset is secondary to its intangible component, that is the knowledge embodied in it.","Obwohl diese Aktivitäten zu einem Vermögenswert mit physischer Substanz (z. B. einem Prototypen) führen können, ist das physische Element des Vermögenswertes sekundär im Vergleich zu seiner immateriellen Komponente, nämlich das durch ihn verkörperte Wissen.","asset, element",0.006568301273760529,0.0746268656716418,0.9459672570228577,asset
"if the disposal costs are negligible, the recoverable amount of the revalued asset is necessarily close to, or greater than, its revalued amount (fair value).","wenn die Veräußerungskosten unbedeutend sind, ist der erzielbare Betrag des neu bewerteten Vermögenswertes notwendigerweise fast identisch mit, oder größer als, dessen Neubewertungsbetrag (beizulegender Zeitwert).","costs, recoverable, value, asset",0.016789125215525624,0.1416574381690661,0.9401180744171143,asset
"In some cases, the information sources listed in paragraph 18 may suggest different conclusions as to the fair value of a biological asset or agricultural produce.",In einigen Fällen können die in Paragraph 18 aufgeführten Informationsquellen verschiedene Schlussfolgerungen für den beizulegenden Zeitwert eines biologischen Vermögenswertes oder eines landwirtschaftlichen Erzeugnisses nahe legen.,"listed, information, value, asset",0.009498525867740094,0.1702290076335878,0.9441527724266052,asset
"Furthermore, the number of consecutive closed days is greater when the Protestant/Catholic and Orthodox Easter public holidays are only one week apart, as is the case in the year 2003, when the Greek credit institutions will operate on only three days over an 11 day period.","Sofern die evangelischen/katholischen und die griechisch-orthodoxen Osterfeiertage nur eine Woche auseinander liegen, erhöht sich außerdem die Anzahl der aufeinander folgenden Tage, an denen TARGET geschlossen ist. Letzteres wird im Jahr 2003 der Fall sein, in welchem die griechischen Kreditinstitute in einem Zeitraum von 11 Tagen nur an drei Tagen geöffnet sein werden.","will, public, case, credit",0.005362224274649177,0.07104795737122557,0.9194061756134033,case
"they must be recorded in the accounts of the participants or, in the case of the resources of third parties referred to in the third subparagraph of Article 8(2), in the corresponding financial documents of those third parties;","Sie sind in der Rechnungsführung der Teilnehmer bzw., falls es sich um Mittel von Dritten gemäß Artikel 8 Absatz 2 Unterabsatz 3 handelt, in den entsprechenden Finanzunterlagen dieser Dritten auszuweisen.","article, case",0.011649284259158212,0.12504072987943954,0.929923951625824,case
"In the case of a change of destination, the export refund applicable to the actual destination should be paid, with a ceiling of the amount applicable to the destination fixed in advance.","Bei einer Änderung der Bestimmung sollte der für die tatsächliche Bestimmung geltende Ausfuhrerstattungsbetrag gezahlt werden, der jedoch nicht höher sein darf als der Erstattungsbetrag für die im Voraus festgesetzte Bestimmung.","ceiling, case, advance",0.0063161840849674045,0.030959752321981424,0.9474238753318787,case
"Lawyers duly authorised to act may supply the information on behalf of their clients, in which case the client shall remain fully responsible if the information supplied is incomplete, incorrect or misleading.","Ordnungsgemäß bevollmächtigte Rechtsanwälte können die Auskünfte im Auftrag ihrer Mandanten erteilen, wobei die Mandanten in vollem Umfang haften, falls die erteilten Auskünfte unvollständig, unrichtig oder irreführend sind.","information, responsible, case, act",0.007511251053510192,0.06369426751592357,0.9487583041191101,case
"In case of application of Article 71 or Article 143b, 2004 and 2005 shall be replaced by, respectively, the year previous to the year of application of the single payment scheme and the year of application itself.",Im Falle der Anwendung des Artikels 71 oder des Artikels 143b werden die Jahre 2004 und 2005 jeweils durch das dem Jahr der Anwendung der Betriebsprämienregelung vorausgehende Jahr und das Anwendungsjahr selbst ersetzt.,"article, case",0.006734719128165655,0.07204610951008644,0.9513224959373474,case
"the products were wholly obtained in the Community within the meaning of Article 23 of Council Regulation (EEC) No 2913/92 of 12 October 1992 establishing the Community Customs Code(12), except where paragraph 6 of that Article applies;","es sich um Erzeugnisse handelt, die im Sinne des Artikels 23 der Verordnung (EWG) Nr. 2913/92 des Rates vom 12. Oktober 1992 zur Festlegung des Zollkodex der Gemeinschaften(12) vollständig in der Gemeinschaft gewonnen oder hergestellt wurden, mit Ausnahme der Fälle, in denen Absatz 6 jenes Artikels Anwendung findet,","article, code, regulation",0.020833359285170334,0.14830917874396135,0.9479034543037415,code
"They are similar, and indeed fresh mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids all fall under a single CN code at six-digit level (0805 20).","Sie sind vergleichbar, so dass frische Mandarinen (einschließlich Tangerinen und Satsumas), Clementinen, Wilkings und ähnliche Kreuzungen von Zitrusfrüchten unter denselben sechsstelligen KN-Code (0805 20) fallen.",code,0.0842868260641553,0.33682634730538924,0.9292829632759094,code
CN code,KN-Code,code,0.0,0.0,0.9948315024375916,code
cardIssuingMemberState is the code of the Member State having issued the card.,"cardIssuingMemberState - Code des Mitgliedstaates, der die Karte ausgegeben hat.","member, code, state",0.018476860420522198,0.12396694214876033,0.965025782585144,code
manufacturerCode: is the numerical code of the manufacturer of the equipment.,manufacturerCode - numerischer Code des Geräteherstellers.,code,0.018476860420522198,0.19736842105263158,0.9713289737701416,code
"Any applicable conditions and standard charges for the re-use of documents held by public sector bodies shall be pre-established and published, through electronic means where possible and appropriate.","Die Bedingungen und Standardgebühren, die für die Weiterverwendung von Dokumenten gelten, die im Besitz öffentlicher Stellen sind, werden im Voraus festgelegt und, soweit möglich und sinnvoll, in elektronischer Form veröffentlicht.","held, public, use",0.0060797866653069825,0.02824858757062147,0.9446519017219543,preamble
Guarantee for pre-financing,Garantien für Vorfinanzierungen,guarantee,0.0,0.0,0.9879907965660095,preamble
where the commitments are provisional;,wenn es sich um vorläufige Mittelbindungen handelt;,,0.02925226826055808,0.06410256410256411,0.9796983599662781,preamble
Priority will be given to:,Vorrang erhalten folgende Maßnahmen:,"will, priority",0.040824829046386304,0.09803921568627452,0.9904152750968933,preamble
Provision shall be made to ensure the legal powers necessary for the implementation of contingency plans and allow for a rapid and successful eradication campaign.,"Sie gewährleisten, dass die für die Durchführung der Krisenpläne erforderlichen rechtlichen Zuständigkeiten gegeben sind und ermöglichen eine zügige und erfolgreiche Tilgungskampagne.",contingency,0.0072658577559704465,0.021459227467811155,0.9520923495292664,preamble
The preamble of this Code indicates that chapter XI-2 and part A of this Code establish the new international framework of measures to enhance maritime security and through which ships and port facilities can cooperate to detect and deter acts which threaten security in the maritime transport sector.,"In der Präambel dieses Codes wird erläutert, dass Kapitel XI-2 und Teil A dieses Codes den neuen internationalen Rahmen für Maßnahmen darstellen, durch welche die Gefahrenabwehr in der Schifffahrt erhöht wird und Schiffe und Hafenanlagen zusammenarbeiten können, um die Sicherheit des Seeverkehrs bedrohende Handlungen aufzudecken und vor der Begehung solcher Handlungen abzuschrecken.","code, security, preamble",0.004590919495629026,0.05424954792043399,0.9171313047409058,security
6 methods of ship security surveys and inspections;.,6 Methoden der Bestandsaufnahme und der Besichtigungen zur Gefahrenabwehr auf Schiffen;.,security,0.03659184730575803,0.20122484689413825,0.9458134770393372,security
The remainder of section 16 addresses specifically the security measures that could be taken at each security level covering:.,"Der Rest des Abschnitts 16 befasst sich besonders mit den Maßnahmen zur Gefahrenabwehr, die auf allen Gefahrenstufen ergriffen werden könnten; hierzu zählen.","remainder, security",0.00897875024609425,0.04065040650406504,0.9522797465324402,security
Contracting Governments should establish means of notifying PFSOs of changes in security levels.,"Die Vertragsregierungen sollen die Voraussetzungen schaffen, um die Beauftragten für die Gefahrenabwehr in der Hafenanlage von Änderungen der Gefahrenstufen zu unterrichten.",security,0.00893113922110254,0.04524886877828054,0.9505928158760071,security
Setting security level 3 should be an exceptional measure applying only when there is credible information that a security incident is probable or imminent.,"Die Festlegung auf Gefahrenstufe 3 soll eine Ausnahmemaßnahme bleiben, die nur angewendet wird, wenn glaubhafte Informationen vorliegen, wonach ein sicherheitsrelevantes Ereignis wahrscheinlich ist oder unmittelbar bevorsteht.","information, security, setting",0.007376038259384625,0.033898305084745756,0.9589287638664246,security
"In the event of a polygamous marriage, where the sponsor already has a spouse living with him in the territory of a Member State, the Member State concerned shall not authorise the family reunification of a further spouse.","Lebt im Falle einer Mehrehe bereits ein Ehegatte gemeinsam mit dem Zusammenführenden im Hoheitsgebiet eines Mitgliedstaats, so gestattet der betreffende Mitgliedstaat nicht die Familienzusammenführung eines weiteren Ehegatten.","state, member, marriage, sponsor, family",0.005355924989097696,0.033112582781456956,0.9450660347938538,family
"If only the non-family labour force and no other resources of the holding are used, the workers are seen as working for two different set-ups, and these activities are thus not seen as being directly related to the holding.","Wenn nur die familienfremden Arbeitskräfte und keine sonstigen Betriebsmittel eingesetzt werden, so werden die Arbeitskräfte als für zwei verschiedene Einrichtungen tätig betrachtet, und die entsprechenden Tätigkeiten gelten nicht als direkt mit dem Betrieb in Verbindung stehend.","holding, family, set",0.00578083904183164,0.03816793893129772,0.9352455735206604,family
